name,asset_class,broad_asset_class,region,country_market,base_currency,hedged,units,data_source,validation_status,audit_symbol,is_level,is_yield,pence,tier,simple_dash,has_output
Iron Ore (World Bank Price Index),Commodity,Commodities,Global,Industrial Metals,USD,False,Price,FRED,CONFIRMED,PIORECRUSDM,False,False,False,A,False,True
Invesco DB Energy Fund,Commodity,Commodities,Global,United States,USD,False,Price,yfinance TR,CONFIRMED,DBE,False,False,False,A,False,True
Invesco DB Precious Metals Fund,Commodity,Commodities,Global,United States,USD,False,Price,yfinance TR,CONFIRMED,DBP,False,False,False,A,False,True
Invesco DB Base Metals Fund,Commodity,Commodities,Global,United States,USD,False,Price,yfinance TR,CONFIRMED,DBB,False,False,False,A,False,True
Invesco DB Agriculture Fund,Commodity,Commodities,Global,United States,USD,False,Price,yfinance TR,CONFIRMED,DBA,False,False,False,A,False,True
Invesco DB Commodity Index Fund,Commodity,Commodities,Global,United States,USD,False,Price,yfinance TR,CONFIRMED,DBC,False,False,False,A,False,True
Nasdaq 100,Equity,Equity,North America,United States,USD,False,Index,yfinance PR,CONFIRMED,^NDX,False,False,False,C,True,True
Shenzhen Composite,Equity,Equity,Asia Pacific,China,CNY,False,Index,yfinance PR,CONFIRMED,399001.SZ,False,False,False,B,True,True
iShares Core MSCI World UCITS ETF,Equity,Equity,Global,Global,GBP,False,Index,yfinance TR,CONFIRMED,IWDA.L,False,False,True,B,True,True
Vanguard FTSE Emerging Markets UCITS ETF,Equity,Equity,Emerging Markets,Emerging Markets,GBP,False,Index,yfinance TR,CONFIRMED,VFEM.L,False,False,True,B,True,True
iShares MSCI South Korea ETF,Equity,Equity,Asia Pacific,South Korea,USD,False,Index,yfinance TR,CONFIRMED,EWY,False,False,False,B,True,True
iShares MSCI Taiwan ETF,Equity,Equity,Asia Pacific,Taiwan,USD,False,Index,yfinance TR,CONFIRMED,EWT,False,False,False,B,True,True
iShares India 50 ETF,Equity,Equity,Asia Pacific,India,GBP,False,Index,yfinance TR,CONFIRMED,NDIA.L,False,False,True,B,True,True
iShares MSCI World Value Factor UCITS ETF,Equity,Equity,Global,Global,GBP,False,Price,yfinance TR,CONFIRMED,IWFV.L,False,False,True,B,True,True
iShares International Treasury Bond ETF,Fixed Income,Bonds,Global,Global,USD,False,Price,yfinance TR,CONFIRMED,IGOV,False,False,False,A,True,True
L&G All Commodities UCITS ETF,Commodity,Commodities,Global,Global,GBP,False,Price,yfinance TR,CONFIRMED,CMOD.L,False,False,True,B,True,True
iShares Core € Corp Bond UCITS ETF,Fixed Income,Bonds,Europe,Europe,EUR,False,Index,yfinance TR,CONFIRMED,IEAC.L,False,False,True,B,False,True
VanEck China AMC China Bond ETF,Fixed Income,Bonds,Asia Pacific,China,USD,False,Index,yfinance TR,CONFIRMED,CBON,False,False,False,B,False,True
iShares UK Dividend UCITS ETF,Equity,Equity,UK,United Kingdom,GBP,False,Index,yfinance TR,CONFIRMED,IUKD.L,False,False,True,B,False,True
iShares MSCI Brazil ETF,Equity,Equity,Latin America,Brazil,USD,False,Index,yfinance TR,CONFIRMED,EWZ,False,False,False,B,False,True
iShares MSCI Mexico ETF,Equity,Equity,Latin America,Mexico,USD,False,Index,yfinance TR,CONFIRMED,EWW,False,False,False,B,False,True
iShares MSCI India ETF,Equity,Equity,Asia Pacific,India,USD,False,Index,yfinance TR,CONFIRMED,INDA,False,False,False,B,False,True
iShares MSCI South Africa ETF,Equity,Equity,Middle East & Africa,South Africa,USD,False,Index,yfinance TR,CONFIRMED,EZA,False,False,False,B,False,True
iShares MSCI Turkey ETF,Equity,Equity,Middle East & Africa,Turkey,USD,False,Index,yfinance TR,CONFIRMED,TUR,False,False,False,B,False,True
iShares MSCI Israel ETF,Equity,Equity,Middle East & Africa,Israel,USD,False,Index,yfinance TR,CONFIRMED,EIS,False,False,False,B,False,True
iShares MSCI China ETF,Equity,Equity,Asia Pacific,China,USD,False,Index,yfinance TR,CONFIRMED,MCHI,False,False,False,B,False,True
iShares China Large-Cap ETF (HK),Equity,Equity,Asia Pacific,China,USD,False,Index,yfinance TR,CONFIRMED,FXI,False,False,False,B,False,True
WisdomTree Japan Hedged Equity Fund,Equity,Equity,Japan,Japan,USD,True,Index,yfinance TR,CONFIRMED,DXJ,False,False,False,B,False,True
Vanguard UK Gilt UCITS ETF,Fixed Income,Bonds,UK,United Kingdom,GBP,False,Index,yfinance TR,CONFIRMED,VGOV.L,False,False,True,B,False,True
iShares Eur Govt Bond 7-10yr UCITS ETF,Fixed Income,Bonds,Europe,Europe,EUR,False,Index,yfinance TR,CONFIRMED,IBGM.L,False,False,True,B,False,True
