Date,BSCICP03USM665S
1992-08-21,99.8116
1992-08-28,99.8116
1992-09-04,99.5576
1992-09-11,99.5576
1992-09-18,99.5576
1992-09-25,99.5576
1992-10-02,99.6041
1992-10-09,99.6041
1992-10-16,99.6041
1992-10-23,99.6041
1992-10-30,99.6041
1992-11-06,99.9212
1992-11-13,99.9212
1992-11-20,99.9212
1992-11-27,99.9212
1992-12-04,100.2268
1992-12-11,100.2268
1992-12-18,100.2268
1992-12-25,100.2268
1993-01-01,100.4011
1993-01-08,100.4011
1993-01-15,100.4011
1993-01-22,100.4011
1993-01-29,100.4011
1993-02-05,100.3133
1993-02-12,100.3133
1993-02-19,100.3133
1993-02-26,100.3133
1993-03-05,100.0018
1993-03-12,100.0018
1993-03-19,100.0018
1993-03-26,100.0018
1993-04-02,99.6297
1993-04-09,99.6297
1993-04-16,99.6297
1993-04-23,99.6297
1993-04-30,99.6297
1993-05-07,99.4188
1993-05-14,99.4188
1993-05-21,99.4188
1993-05-28,99.4188
1993-06-04,99.2913
1993-06-11,99.2913
1993-06-18,99.2913
1993-06-25,99.2913
1993-07-02,99.3022
1993-07-09,99.3022
1993-07-16,99.3022
1993-07-23,99.3022
1993-07-30,99.3022
1993-08-06,99.4118
1993-08-13,99.4118
1993-08-20,99.4118
1993-08-27,99.4118
1993-09-03,99.6084
1993-09-10,99.6084
1993-09-17,99.6084
1993-09-24,99.6084
1993-10-01,99.9091
1993-10-08,99.9091
1993-10-15,99.9091
1993-10-22,99.9091
1993-10-29,99.9091
1993-11-05,100.1855
1993-11-12,100.1855
1993-11-19,100.1855
1993-11-26,100.1855
1993-12-03,100.4386
1993-12-10,100.4386
1993-12-17,100.4386
1993-12-24,100.4386
1993-12-31,100.4386
1994-01-07,100.6118
1994-01-14,100.6118
1994-01-21,100.6118
1994-01-28,100.6118
1994-02-04,100.7356
1994-02-11,100.7356
1994-02-18,100.7356
1994-02-25,100.7356
1994-03-04,100.8440
1994-03-11,100.8440
1994-03-18,100.8440
1994-03-25,100.8440
1994-04-01,100.9606
1994-04-08,100.9606
1994-04-15,100.9606
1994-04-22,100.9606
1994-04-29,100.9606
1994-05-06,101.0793
1994-05-13,101.0793
1994-05-20,101.0793
1994-05-27,101.0793
1994-06-03,101.1583
1994-06-10,101.1583
1994-06-17,101.1583
1994-06-24,101.1583
1994-07-01,101.1790
1994-07-08,101.1790
1994-07-15,101.1790
1994-07-22,101.1790
1994-07-29,101.1790
1994-08-05,101.1994
1994-08-12,101.1994
1994-08-19,101.1994
1994-08-26,101.1994
1994-09-02,101.2671
1994-09-09,101.2671
1994-09-16,101.2671
1994-09-23,101.2671
1994-09-30,101.2671
1994-10-07,101.2881
1994-10-14,101.2881
1994-10-21,101.2881
1994-10-28,101.2881
1994-11-04,101.1809
1994-11-11,101.1809
1994-11-18,101.1809
1994-11-25,101.1809
1994-12-02,100.9439
1994-12-09,100.9439
1994-12-16,100.9439
1994-12-23,100.9439
1994-12-30,100.9439
1995-01-06,100.7182
1995-01-13,100.7182
1995-01-20,100.7182
1995-01-27,100.7182
1995-02-03,100.3381
1995-02-10,100.3381
1995-02-17,100.3381
1995-02-24,100.3381
1995-03-03,99.8444
1995-03-10,99.8444
1995-03-17,99.8444
1995-03-24,99.8444
1995-03-31,99.8444
1995-04-07,99.3556
1995-04-14,99.3556
1995-04-21,99.3556
1995-04-28,99.3556
1995-05-05,98.8963
1995-05-12,98.8963
1995-05-19,98.8963
1995-05-26,98.8963
1995-06-02,98.7534
1995-06-09,98.7534
1995-06-16,98.7534
1995-06-23,98.7534
1995-06-30,98.7534
1995-07-07,98.8722
1995-07-14,98.8722
1995-07-21,98.8722
1995-07-28,98.8722
1995-08-04,98.8217
1995-08-11,98.8217
1995-08-18,98.8217
1995-08-25,98.8217
1995-09-01,98.7396
1995-09-08,98.7396
1995-09-15,98.7396
1995-09-22,98.7396
1995-09-29,98.7396
1995-10-06,98.5850
1995-10-13,98.5850
1995-10-20,98.5850
1995-10-27,98.5850
1995-11-03,98.4419
1995-11-10,98.4419
1995-11-17,98.4419
1995-11-24,98.4419
1995-12-01,98.3642
1995-12-08,98.3642
1995-12-15,98.3642
1995-12-22,98.3642
1995-12-29,98.3642
1996-01-05,98.3410
1996-01-12,98.3410
1996-01-19,98.3410
1996-01-26,98.3410
1996-02-02,98.4407
1996-02-09,98.4407
1996-02-16,98.4407
1996-02-23,98.4407
1996-03-01,98.6797
1996-03-08,98.6797
1996-03-15,98.6797
1996-03-22,98.6797
1996-03-29,98.6797
1996-04-05,99.0108
1996-04-12,99.0108
1996-04-19,99.0108
1996-04-26,99.0108
1996-05-03,99.3059
1996-05-10,99.3059
1996-05-17,99.3059
1996-05-24,99.3059
1996-05-31,99.3059
1996-06-07,99.5567
1996-06-14,99.5567
1996-06-21,99.5567
1996-06-28,99.5567
1996-07-05,99.5349
1996-07-12,99.5349
1996-07-19,99.5349
1996-07-26,99.5349
1996-08-02,99.5388
1996-08-09,99.5388
1996-08-16,99.5388
1996-08-23,99.5388
1996-08-30,99.5388
1996-09-06,99.5510
1996-09-13,99.5510
1996-09-20,99.5510
1996-09-27,99.5510
1996-10-04,99.6553
1996-10-11,99.6553
1996-10-18,99.6553
1996-10-25,99.6553
1996-11-01,99.9138
1996-11-08,99.9138
1996-11-15,99.9138
1996-11-22,99.9138
1996-11-29,99.9138
1996-12-06,100.1297
1996-12-13,100.1297
1996-12-20,100.1297
1996-12-27,100.1297
1997-01-03,100.1424
1997-01-10,100.1424
1997-01-17,100.1424
1997-01-24,100.1424
1997-01-31,100.1424
1997-02-07,100.0995
1997-02-14,100.0995
1997-02-21,100.0995
1997-02-28,100.0995
1997-03-07,100.1333
1997-03-14,100.1333
1997-03-21,100.1333
1997-03-28,100.1333
1997-04-04,100.2492
1997-04-11,100.2492
1997-04-18,100.2492
1997-04-25,100.2492
1997-05-02,100.4466
1997-05-09,100.4466
1997-05-16,100.4466
1997-05-23,100.4466
1997-05-30,100.4466
1997-06-06,100.5810
1997-06-13,100.5810
1997-06-20,100.5810
1997-06-27,100.5810
1997-07-04,100.6983
1997-07-11,100.6983
1997-07-18,100.6983
1997-07-25,100.6983
1997-08-01,100.6345
1997-08-08,100.6345
1997-08-15,100.6345
1997-08-22,100.6345
1997-08-29,100.6345
1997-09-05,100.5185
1997-09-12,100.5185
1997-09-19,100.5185
1997-09-26,100.5185
1997-10-03,100.5264
1997-10-10,100.5264
1997-10-17,100.5264
1997-10-24,100.5264
1997-10-31,100.5264
1997-11-07,100.4650
1997-11-14,100.4650
1997-11-21,100.4650
1997-11-28,100.4650
1997-12-05,100.3182
1997-12-12,100.3182
1997-12-19,100.3182
1997-12-26,100.3182
1998-01-02,100.1534
1998-01-09,100.1534
1998-01-16,100.1534
1998-01-23,100.1534
1998-01-30,100.1534
1998-02-06,100.0024
1998-02-13,100.0024
1998-02-20,100.0024
1998-02-27,100.0024
1998-03-06,99.8706
1998-03-13,99.8706
1998-03-20,99.8706
1998-03-27,99.8706
1998-04-03,99.6895
1998-04-10,99.6895
1998-04-17,99.6895
1998-04-24,99.6895
1998-05-01,99.4478
1998-05-08,99.4478
1998-05-15,99.4478
1998-05-22,99.4478
1998-05-29,99.4478
1998-06-05,99.2177
1998-06-12,99.2177
1998-06-19,99.2177
1998-06-26,99.2177
1998-07-03,99.1085
1998-07-10,99.1085
1998-07-17,99.1085
1998-07-24,99.1085
1998-07-31,99.1085
1998-08-07,99.0537
1998-08-14,99.0537
1998-08-21,99.0537
1998-08-28,99.0537
1998-09-04,98.9867
1998-09-11,98.9867
1998-09-18,98.9867
1998-09-25,98.9867
1998-10-02,98.9180
1998-10-09,98.9180
1998-10-16,98.9180
1998-10-23,98.9180
1998-10-30,98.9180
1998-11-06,98.8685
1998-11-13,98.8685
1998-11-20,98.8685
1998-11-27,98.8685
1998-12-04,98.9392
1998-12-11,98.9392
1998-12-18,98.9392
1998-12-25,98.9392
1999-01-01,99.2489
1999-01-08,99.2489
1999-01-15,99.2489
1999-01-22,99.2489
1999-01-29,99.2489
1999-02-05,99.5543
1999-02-12,99.5543
1999-02-19,99.5543
1999-02-26,99.5543
1999-03-05,99.7816
1999-03-12,99.7816
1999-03-19,99.7816
1999-03-26,99.7816
1999-04-02,99.9647
1999-04-09,99.9647
1999-04-16,99.9647
1999-04-23,99.9647
1999-04-30,99.9647
1999-05-07,100.1734
1999-05-14,100.1734
1999-05-21,100.1734
1999-05-28,100.1734
1999-06-04,100.3079
1999-06-11,100.3079
1999-06-18,100.3079
1999-06-25,100.3079
1999-07-02,100.3333
1999-07-09,100.3333
1999-07-16,100.3333
1999-07-23,100.3333
1999-07-30,100.3333
1999-08-06,100.4772
1999-08-13,100.4772
1999-08-20,100.4772
1999-08-27,100.4772
1999-09-03,100.7173
1999-09-10,100.7173
1999-09-17,100.7173
1999-09-24,100.7173
1999-10-01,100.9027
1999-10-08,100.9027
1999-10-15,100.9027
1999-10-22,100.9027
1999-10-29,100.9027
1999-11-05,101.0020
1999-11-12,101.0020
1999-11-19,101.0020
1999-11-26,101.0020
1999-12-03,100.9614
1999-12-10,100.9614
1999-12-17,100.9614
1999-12-24,100.9614
1999-12-31,100.9614
2000-01-07,100.8053
2000-01-14,100.8053
2000-01-21,100.8053
2000-01-28,100.8053
2000-02-04,100.6102
2000-02-11,100.6102
2000-02-18,100.6102
2000-02-25,100.6102
2000-03-03,100.4170
2000-03-10,100.4170
2000-03-17,100.4170
2000-03-24,100.4170
2000-03-31,100.4170
2000-04-07,100.2272
2000-04-14,100.2272
2000-04-21,100.2272
2000-04-28,100.2272
2000-05-05,99.9960
2000-05-12,99.9960
2000-05-19,99.9960
2000-05-26,99.9960
2000-06-02,99.7786
2000-06-09,99.7786
2000-06-16,99.7786
2000-06-23,99.7786
2000-06-30,99.7786
2000-07-07,99.6285
2000-07-14,99.6285
2000-07-21,99.6285
2000-07-28,99.6285
2000-08-04,99.4161
2000-08-11,99.4161
2000-08-18,99.4161
2000-08-25,99.4161
2000-09-01,99.2231
2000-09-08,99.2231
2000-09-15,99.2231
2000-09-22,99.2231
2000-09-29,99.2231
2000-10-06,98.9784
2000-10-13,98.9784
2000-10-20,98.9784
2000-10-27,98.9784
2000-11-03,98.6070
2000-11-10,98.6070
2000-11-17,98.6070
2000-11-24,98.6070
2000-12-01,98.0530
2000-12-08,98.0530
2000-12-15,98.0530
2000-12-22,98.0530
2000-12-29,98.0530
2001-01-05,97.6067
2001-01-12,97.6067
2001-01-19,97.6067
2001-01-26,97.6067
2001-02-02,97.4399
2001-02-09,97.4399
2001-02-16,97.4399
2001-02-23,97.4399
2001-03-02,97.4977
2001-03-09,97.4977
2001-03-16,97.4977
2001-03-23,97.4977
2001-03-30,97.4977
2001-04-06,97.5994
2001-04-13,97.5994
2001-04-20,97.5994
2001-04-27,97.5994
2001-05-04,97.7129
2001-05-11,97.7129
2001-05-18,97.7129
2001-05-25,97.7129
2001-06-01,97.9635
2001-06-08,97.9635
2001-06-15,97.9635
2001-06-22,97.9635
2001-06-29,97.9635
2001-07-06,98.2549
2001-07-13,98.2549
2001-07-20,98.2549
2001-07-27,98.2549
2001-08-03,98.4614
2001-08-10,98.4614
2001-08-17,98.4614
2001-08-24,98.4614
2001-08-31,98.4614
2001-09-07,98.3141
2001-09-14,98.3141
2001-09-21,98.3141
2001-09-28,98.3141
2001-10-05,97.9914
2001-10-12,97.9914
2001-10-19,97.9914
2001-10-26,97.9914
2001-11-02,98.1338
2001-11-09,98.1338
2001-11-16,98.1338
2001-11-23,98.1338
2001-11-30,98.1338
2001-12-07,98.5713
2001-12-14,98.5713
2001-12-21,98.5713
2001-12-28,98.5713
2002-01-04,99.1780
2002-01-11,99.1780
2002-01-18,99.1780
2002-01-25,99.1780
2002-02-01,99.8114
2002-02-08,99.8114
2002-02-15,99.8114
2002-02-22,99.8114
2002-03-01,100.2368
2002-03-08,100.2368
2002-03-15,100.2368
2002-03-22,100.2368
2002-03-29,100.2368
2002-04-05,100.4030
2002-04-12,100.4030
2002-04-19,100.4030
2002-04-26,100.4030
2002-05-03,100.4149
2002-05-10,100.4149
2002-05-17,100.4149
2002-05-24,100.4149
2002-05-31,100.4149
2002-06-07,100.2348
2002-06-14,100.2348
2002-06-21,100.2348
2002-06-28,100.2348
2002-07-05,99.8481
2002-07-12,99.8481
2002-07-19,99.8481
2002-07-26,99.8481
2002-08-02,99.5752
2002-08-09,99.5752
2002-08-16,99.5752
2002-08-23,99.5752
2002-08-30,99.5752
2002-09-06,99.4406
2002-09-13,99.4406
2002-09-20,99.4406
2002-09-27,99.4406
2002-10-04,99.3779
2002-10-11,99.3779
2002-10-18,99.3779
2002-10-25,99.3779
2002-11-01,99.4541
2002-11-08,99.4541
2002-11-15,99.4541
2002-11-22,99.4541
2002-11-29,99.4541
2002-12-06,99.6439
2002-12-13,99.6439
2002-12-20,99.6439
2002-12-27,99.6439
2003-01-03,99.5760
2003-01-10,99.5760
2003-01-17,99.5760
2003-01-24,99.5760
2003-01-31,99.5760
2003-02-07,99.2077
2003-02-14,99.2077
2003-02-21,99.2077
2003-02-28,99.2077
2003-03-07,98.8261
2003-03-14,98.8261
2003-03-21,98.8261
2003-03-28,98.8261
2003-04-04,98.7741
2003-04-11,98.7741
2003-04-18,98.7741
2003-04-25,98.7741
2003-05-02,99.0566
2003-05-09,99.0566
2003-05-16,99.0566
2003-05-23,99.0566
2003-05-30,99.0566
2003-06-06,99.4145
2003-06-13,99.4145
2003-06-20,99.4145
2003-06-27,99.4145
2003-07-04,99.8179
2003-07-11,99.8179
2003-07-18,99.8179
2003-07-25,99.8179
2003-08-01,100.2185
2003-08-08,100.2185
2003-08-15,100.2185
2003-08-22,100.2185
2003-08-29,100.2185
2003-09-05,100.5456
2003-09-12,100.5456
2003-09-19,100.5456
2003-09-26,100.5456
2003-10-03,101.0137
2003-10-10,101.0137
2003-10-17,101.0137
2003-10-24,101.0137
2003-10-31,101.0137
2003-11-07,101.5524
2003-11-14,101.5524
2003-11-21,101.5524
2003-11-28,101.5524
2003-12-05,101.9581
2003-12-12,101.9581
2003-12-19,101.9581
2003-12-26,101.9581
2004-01-02,102.1086
2004-01-09,102.1086
2004-01-16,102.1086
2004-01-23,102.1086
2004-01-30,102.1086
2004-02-06,102.1115
2004-02-13,102.1115
2004-02-20,102.1115
2004-02-27,102.1115
2004-03-05,102.1088
2004-03-12,102.1088
2004-03-19,102.1088
2004-03-26,102.1088
2004-04-02,102.1198
2004-04-09,102.1198
2004-04-16,102.1198
2004-04-23,102.1198
2004-04-30,102.1198
2004-05-07,102.0653
2004-05-14,102.0653
2004-05-21,102.0653
2004-05-28,102.0653
2004-06-04,101.9119
2004-06-11,101.9119
2004-06-18,101.9119
2004-06-25,101.9119
2004-07-02,101.7041
2004-07-09,101.7041
2004-07-16,101.7041
2004-07-23,101.7041
2004-07-30,101.7041
2004-08-06,101.4080
2004-08-13,101.4080
2004-08-20,101.4080
2004-08-27,101.4080
2004-09-03,101.1189
2004-09-10,101.1189
2004-09-17,101.1189
2004-09-24,101.1189
2004-10-01,100.9361
2004-10-08,100.9361
2004-10-15,100.9361
2004-10-22,100.9361
2004-10-29,100.9361
2004-11-05,100.8982
2004-11-12,100.8982
2004-11-19,100.8982
2004-11-26,100.8982
2004-12-03,100.8997
2004-12-10,100.8997
2004-12-17,100.8997
2004-12-24,100.8997
2004-12-31,100.8997
2005-01-07,100.7508
2005-01-14,100.7508
2005-01-21,100.7508
2005-01-28,100.7508
2005-02-04,100.5531
2005-02-11,100.5531
2005-02-18,100.5531
2005-02-25,100.5531
2005-03-04,100.3384
2005-03-11,100.3384
2005-03-18,100.3384
2005-03-25,100.3384
2005-04-01,100.1120
2005-04-08,100.1120
2005-04-15,100.1120
2005-04-22,100.1120
2005-04-29,100.1120
2005-05-06,100.0000
2005-05-13,100.0000
2005-05-20,100.0000
2005-05-27,100.0000
2005-06-03,100.1444
2005-06-10,100.1444
2005-06-17,100.1444
2005-06-24,100.1444
2005-07-01,100.3713
2005-07-08,100.3713
2005-07-15,100.3713
2005-07-22,100.3713
2005-07-29,100.3713
2005-08-05,100.5340
2005-08-12,100.5340
2005-08-19,100.5340
2005-08-26,100.5340
2005-09-02,100.8182
2005-09-09,100.8182
2005-09-16,100.8182
2005-09-23,100.8182
2005-09-30,100.8182
2005-10-07,100.9365
2005-10-14,100.9365
2005-10-21,100.9365
2005-10-28,100.9365
2005-11-04,100.8411
2005-11-11,100.8411
2005-11-18,100.8411
2005-11-25,100.8411
2005-12-02,100.6277
2005-12-09,100.6277
2005-12-16,100.6277
2005-12-23,100.6277
2005-12-30,100.6277
2006-01-06,100.4539
2006-01-13,100.4539
2006-01-20,100.4539
2006-01-27,100.4539
2006-02-03,100.3756
2006-02-10,100.3756
2006-02-17,100.3756
2006-02-24,100.3756
2006-03-03,100.3438
2006-03-10,100.3438
2006-03-17,100.3438
2006-03-24,100.3438
2006-03-31,100.3438
2006-04-07,100.3271
2006-04-14,100.3271
2006-04-21,100.3271
2006-04-28,100.3271
2006-05-05,100.1884
2006-05-12,100.1884
2006-05-19,100.1884
2006-05-26,100.1884
2006-06-02,100.0563
2006-06-09,100.0563
2006-06-16,100.0563
2006-06-23,100.0563
2006-06-30,100.0563
2006-07-07,99.9986
2006-07-14,99.9986
2006-07-21,99.9986
2006-07-28,99.9986
2006-08-04,99.9103
2006-08-11,99.9103
2006-08-18,99.9103
2006-08-25,99.9103
2006-09-01,99.7265
2006-09-08,99.7265
2006-09-15,99.7265
2006-09-22,99.7265
2006-09-29,99.7265
2006-10-06,99.5332
2006-10-13,99.5332
2006-10-20,99.5332
2006-10-27,99.5332
2006-11-03,99.3963
2006-11-10,99.3963
2006-11-17,99.3963
2006-11-24,99.3963
2006-12-01,99.3778
2006-12-08,99.3778
2006-12-15,99.3778
2006-12-22,99.3778
2006-12-29,99.3778
2007-01-05,99.3625
2007-01-12,99.3625
2007-01-19,99.3625
2007-01-26,99.3625
2007-02-02,99.4754
2007-02-09,99.4754
2007-02-16,99.4754
2007-02-23,99.4754
2007-03-02,99.6093
2007-03-09,99.6093
2007-03-16,99.6093
2007-03-23,99.6093
2007-03-30,99.6093
2007-04-06,99.7996
2007-04-13,99.7996
2007-04-20,99.7996
2007-04-27,99.7996
2007-05-04,99.9133
2007-05-11,99.9133
2007-05-18,99.9133
2007-05-25,99.9133
2007-06-01,99.9233
2007-06-08,99.9233
2007-06-15,99.9233
2007-06-22,99.9233
2007-06-29,99.9233
2007-07-06,99.7956
2007-07-13,99.7956
2007-07-20,99.7956
2007-07-27,99.7956
2007-08-03,99.6112
2007-08-10,99.6112
2007-08-17,99.6112
2007-08-24,99.6112
2007-08-31,99.6112
2007-09-07,99.4509
2007-09-14,99.4509
2007-09-21,99.4509
2007-09-28,99.4509
2007-10-05,99.3359
2007-10-12,99.3359
2007-10-19,99.3359
2007-10-26,99.3359
2007-11-02,99.2324
2007-11-09,99.2324
2007-11-16,99.2324
2007-11-23,99.2324
2007-11-30,99.2324
2007-12-07,99.1453
2007-12-14,99.1453
2007-12-21,99.1453
2007-12-28,99.1453
2008-01-04,99.1326
2008-01-11,99.1326
2008-01-18,99.1326
2008-01-25,99.1326
2008-02-01,99.0380
2008-02-08,99.0380
2008-02-15,99.0380
2008-02-22,99.0380
2008-02-29,99.0380
2008-03-07,99.0133
2008-03-14,99.0133
2008-03-21,99.0133
2008-03-28,99.0133
2008-04-04,99.0811
2008-04-11,99.0811
2008-04-18,99.0811
2008-04-25,99.0811
2008-05-02,99.2262
2008-05-09,99.2262
2008-05-16,99.2262
2008-05-23,99.2262
2008-05-30,99.2262
2008-06-06,99.3280
2008-06-13,99.3280
2008-06-20,99.3280
2008-06-27,99.3280
2008-07-04,99.2363
2008-07-11,99.2363
2008-07-18,99.2363
2008-07-25,99.2363
2008-08-01,98.8028
2008-08-08,98.8028
2008-08-15,98.8028
2008-08-22,98.8028
2008-08-29,98.8028
2008-09-05,97.9288
2008-09-12,97.9288
2008-09-19,97.9288
2008-09-26,97.9288
2008-10-03,96.9759
2008-10-10,96.9759
2008-10-17,96.9759
2008-10-24,96.9759
2008-10-31,96.9759
2008-11-07,96.2225
2008-11-14,96.2225
2008-11-21,96.2225
2008-11-28,96.2225
2008-12-05,95.7979
2008-12-12,95.7979
2008-12-19,95.7979
2008-12-26,95.7979
2009-01-02,95.8367
2009-01-09,95.8367
2009-01-16,95.8367
2009-01-23,95.8367
2009-01-30,95.8367
2009-02-06,96.0628
2009-02-13,96.0628
2009-02-20,96.0628
2009-02-27,96.0628
2009-03-06,96.4582
2009-03-13,96.4582
2009-03-20,96.4582
2009-03-27,96.4582
2009-04-03,97.0601
2009-04-10,97.0601
2009-04-17,97.0601
2009-04-24,97.0601
2009-05-01,97.7200
2009-05-08,97.7200
2009-05-15,97.7200
2009-05-22,97.7200
2009-05-29,97.7200
2009-06-05,98.3880
2009-06-12,98.3880
2009-06-19,98.3880
2009-06-26,98.3880
2009-07-03,99.0736
2009-07-10,99.0736
2009-07-17,99.0736
2009-07-24,99.0736
2009-07-31,99.0736
2009-08-07,99.6423
2009-08-14,99.6423
2009-08-21,99.6423
2009-08-28,99.6423
2009-09-04,99.9725
2009-09-11,99.9725
2009-09-18,99.9725
2009-09-25,99.9725
2009-10-02,100.2061
2009-10-09,100.2061
2009-10-16,100.2061
2009-10-23,100.2061
2009-10-30,100.2061
2009-11-06,100.3296
2009-11-13,100.3296
2009-11-20,100.3296
2009-11-27,100.3296
2009-12-04,100.5614
2009-12-11,100.5614
2009-12-18,100.5614
2009-12-25,100.5614
2010-01-01,100.8952
2010-01-08,100.8952
2010-01-15,100.8952
2010-01-22,100.8952
2010-01-29,100.8952
2010-02-05,101.1344
2010-02-12,101.1344
2010-02-19,101.1344
2010-02-26,101.1344
2010-03-05,101.3340
2010-03-12,101.3340
2010-03-19,101.3340
2010-03-26,101.3340
2010-04-02,101.2729
2010-04-09,101.2729
2010-04-16,101.2729
2010-04-23,101.2729
2010-04-30,101.2729
2010-05-07,100.9857
2010-05-14,100.9857
2010-05-21,100.9857
2010-05-28,100.9857
2010-06-04,100.6463
2010-06-11,100.6463
2010-06-18,100.6463
2010-06-25,100.6463
2010-07-02,100.4564
2010-07-09,100.4564
2010-07-16,100.4564
2010-07-23,100.4564
2010-07-30,100.4564
2010-08-06,100.4313
2010-08-13,100.4313
2010-08-20,100.4313
2010-08-27,100.4313
2010-09-03,100.5451
2010-09-10,100.5451
2010-09-17,100.5451
2010-09-24,100.5451
2010-10-01,100.7784
2010-10-08,100.7784
2010-10-15,100.7784
2010-10-22,100.7784
2010-10-29,100.7784
2010-11-05,101.0263
2010-11-12,101.0263
2010-11-19,101.0263
2010-11-26,101.0263
2010-12-03,101.2197
2010-12-10,101.2197
2010-12-17,101.2197
2010-12-24,101.2197
2010-12-31,101.2197
2011-01-07,101.3655
2011-01-14,101.3655
2011-01-21,101.3655
2011-01-28,101.3655
2011-02-04,101.4195
2011-02-11,101.4195
2011-02-18,101.4195
2011-02-25,101.4195
2011-03-04,101.3179
2011-03-11,101.3179
2011-03-18,101.3179
2011-03-25,101.3179
2011-04-01,101.0561
2011-04-08,101.0561
2011-04-15,101.0561
2011-04-22,101.0561
2011-04-29,101.0561
2011-05-06,100.6353
2011-05-13,100.6353
2011-05-20,100.6353
2011-05-27,100.6353
2011-06-03,100.3688
2011-06-10,100.3688
2011-06-17,100.3688
2011-06-24,100.3688
2011-07-01,100.0838
2011-07-08,100.0838
2011-07-15,100.0838
2011-07-22,100.0838
2011-07-29,100.0838
2011-08-05,99.8983
2011-08-12,99.8983
2011-08-19,99.8983
2011-08-26,99.8983
2011-09-02,99.7743
2011-09-09,99.7743
2011-09-16,99.7743
2011-09-23,99.7743
2011-09-30,99.7743
2011-10-07,99.6812
2011-10-14,99.6812
2011-10-21,99.6812
2011-10-28,99.6812
2011-11-04,99.6981
2011-11-11,99.6981
2011-11-18,99.6981
2011-11-25,99.6981
2011-12-02,99.8186
2011-12-09,99.8186
2011-12-16,99.8186
2011-12-23,99.8186
2011-12-30,99.8186
2012-01-06,99.9562
2012-01-13,99.9562
2012-01-20,99.9562
2012-01-27,99.9562
2012-02-03,100.0671
2012-02-10,100.0671
2012-02-17,100.0671
2012-02-24,100.0671
2012-03-02,100.1241
2012-03-09,100.1241
2012-03-16,100.1241
2012-03-23,100.1241
2012-03-30,100.1241
2012-04-06,100.0934
2012-04-13,100.0934
2012-04-20,100.0934
2012-04-27,100.0934
2012-05-04,99.9005
2012-05-11,99.9005
2012-05-18,99.9005
2012-05-25,99.9005
2012-06-01,99.6157
2012-06-08,99.6157
2012-06-15,99.6157
2012-06-22,99.6157
2012-06-29,99.6157
2012-07-06,99.4476
2012-07-13,99.4476
2012-07-20,99.4476
2012-07-27,99.4476
2012-08-03,99.4297
2012-08-10,99.4297
2012-08-17,99.4297
2012-08-24,99.4297
2012-08-31,99.4297
2012-09-07,99.4337
2012-09-14,99.4337
2012-09-21,99.4337
2012-09-28,99.4337
2012-10-05,99.3421
2012-10-12,99.3421
2012-10-19,99.3421
2012-10-26,99.3421
2012-11-02,99.2882
2012-11-09,99.2882
2012-11-16,99.2882
2012-11-23,99.2882
2012-11-30,99.2882
2012-12-07,99.4594
2012-12-14,99.4594
2012-12-21,99.4594
2012-12-28,99.4594
2013-01-04,99.7749
2013-01-11,99.7749
2013-01-18,99.7749
2013-01-25,99.7749
2013-02-01,99.9356
2013-02-08,99.9356
2013-02-15,99.9356
2013-02-22,99.9356
2013-03-01,99.7956
2013-03-08,99.7956
2013-03-15,99.7956
2013-03-22,99.7956
2013-03-29,99.7956
2013-04-05,99.5781
2013-04-12,99.5781
2013-04-19,99.5781
2013-04-26,99.5781
2013-05-03,99.5501
2013-05-10,99.5501
2013-05-17,99.5501
2013-05-24,99.5501
2013-05-31,99.5501
2013-06-07,99.7745
2013-06-14,99.7745
2013-06-21,99.7745
2013-06-28,99.7745
2013-07-05,100.0942
2013-07-12,100.0942
2013-07-19,100.0942
2013-07-26,100.0942
2013-08-02,100.3726
2013-08-09,100.3726
2013-08-16,100.3726
2013-08-23,100.3726
2013-08-30,100.3726
2013-09-06,100.5062
2013-09-13,100.5062
2013-09-20,100.5062
2013-09-27,100.5062
2013-10-04,100.5452
2013-10-11,100.5452
2013-10-18,100.5452
2013-10-25,100.5452
2013-11-01,100.5154
2013-11-08,100.5154
2013-11-15,100.5154
2013-11-22,100.5154
2013-11-29,100.5154
2013-12-06,100.3794
2013-12-13,100.3794
2013-12-20,100.3794
2013-12-27,100.3794
2014-01-03,100.1990
2014-01-10,100.1990
2014-01-17,100.1990
2014-01-24,100.1990
2014-01-31,100.1990
2014-02-07,100.2495
2014-02-14,100.2495
2014-02-21,100.2495
2014-02-28,100.2495
2014-03-07,100.3578
2014-03-14,100.3578
2014-03-21,100.3578
2014-03-28,100.3578
2014-04-04,100.4506
2014-04-11,100.4506
2014-04-18,100.4506
2014-04-25,100.4506
2014-05-02,100.5118
2014-05-09,100.5118
2014-05-16,100.5118
2014-05-23,100.5118
2014-05-30,100.5118
2014-06-06,100.5569
2014-06-13,100.5569
2014-06-20,100.5569
2014-06-27,100.5569
2014-07-04,100.6601
2014-07-11,100.6601
2014-07-18,100.6601
2014-07-25,100.6601
2014-08-01,100.7984
2014-08-08,100.7984
2014-08-15,100.7984
2014-08-22,100.7984
2014-08-29,100.7984
2014-09-05,100.8146
2014-09-12,100.8146
2014-09-19,100.8146
2014-09-26,100.8146
2014-10-03,100.8334
2014-10-10,100.8334
2014-10-17,100.8334
2014-10-24,100.8334
2014-10-31,100.8334
2014-11-07,100.7355
2014-11-14,100.7355
2014-11-21,100.7355
2014-11-28,100.7355
2014-12-05,100.4709
2014-12-12,100.4709
